Restaurant_Name,Cusines,Ratings,Location,Delivery_review_no,Restaurant_link,Price_for_one
Tea Lounge Cafe,Fast Food,2.6,Ashok Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Leancrust Pizza- Thincrust Experts,Italian,4.4,Shanti Nagar,7,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
De Villu S Cafe,Chinese,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Magic Pizza Corner,Fast Food,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Over The Stone,Desserts,2.6,Magrath Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Indie Cafe,Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Indian Drinks By Living Food,Biryani,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
The Icecream Zone,Desserts,4.8,Basavanagudi,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Rolls Namita Ki,Beverages,4.1,Btm Layout,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Momo Monk,Chinese,4.1,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Harilal Paan,Sweets,4.9,City Market,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Sri Udupi Fruit Juice Centre,Ice Cream,2.6,Shanti Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
The South Treats,Beverages,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Ape'S Kitchen,Burgers,2.6,Vasanth Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,345
Mr.Chef'S Wok,Snacks,2.6,Halasuru,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Breakfast Junction,North Indian,3.6,Jayanagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Maggie World,Fast Food,2.6,Basaveshwar Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Pooja Veg,Chinese,2.6,Central Bangalore,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Bakers Art,Bakery,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Ammu Special Hot Momos,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Boobacha,Bengali,4,Malleswaram,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Portobello'S,American,2.9,Koramangala,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Umpire Chicken County,Tandoor,3.1,Richmond Road,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Madame Michelle'S Sandwich Co.,Italian,3.9,Koramangala,9,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Habibi Sheesha Lounge,Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,249.5
Cottage Loaf,Desserts,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Chinese Food,Chinese,2.6,Btm,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Bowlss Of Bliss,Ice Cream,4.8,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Happy Hours,Beverages,3.5,Sheshadripuram,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Food Xpress,Chinese,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Orchid By Fortune Park Jp Celestial,Indian,2.6,Gandhi Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,900
Mamatha'S Kitchen,North Indian,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Sri Sai Foods,South Indian,3.8,Jayanagar,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,74.5
Crown S Burger Place,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
The Coffee Affair,Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,140
Dubeys Pan,Ice Cream,4.7,Koramangala,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,60
Lassi Corner House,Fast Food,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Fresh Bowls,Chinese,3.8,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Nashta House,Chinese,2.6,Central Bangalore,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Big Bites,Snacks,4.2,Sheshadripuram,2,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Shri Vijaya Cafe,South Indian,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Krispy Bites,Burgers,2.6,Vasanth Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Pockets And Bowls - Aavrush,Burmese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Chiara'S Cafe,Desserts,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,215
Tkc Foods,Pizzas,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Super - Mario'S Burger House,Burgers,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
30 Square,Chinese,3.6,Koramangala,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Davanagere Benne Dose Now In Blr,South Indian,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Sln Tiffin Center,South Indian,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Nyx Lounge Cafe,Beverages,2.6,Magrath Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,350
Patiala Lassi,Beverages,4.3,Malleswaram,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Waffle Sandwich Bakery,Waffle,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
V Go Nuts,Desserts,2.6,Frazer Town,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Hotel 12* Degree West Tandoori Fest,Chinese,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Brownie Heaven,Snacks,4.3,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Hotel Rajatithya,Indian,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Shakes 99,Beverages,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Garlic Breadman,Snacks,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Dezire Sugarfree Sweets & Bakes,Bakery,4,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
G.F Daily Fresh Juice Land,Beverages,2.6,Frazer Town,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
The Fry Shack,Continental,4.5,Malleswaram,7,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Burpizz,Pizzas,4.8,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
What'S In A Name,Continental,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
Amrita Foods,South Indian,2.6,Majestic,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Mumbai Masala,Street Food,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Amagat Garden Cafe,Fast Food,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Blendblast Juicery,Beverages,3.2,Koramangala,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
The Golden Thali,North Indian,3.9,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Mk Dosa Point,South Indian,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Humblebean Coffee,Desserts,4.5,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
Jaisalmer,Chinese,2.6,St. Marks Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Cinnamon & Clove,North Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Wok & Talk,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Bake N Bloom,Bakery,3.4,Residency Road,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Thai Hub,Seafood,2.6,Magrath Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,410
Dilli Meri Jaan,Mughlai,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Canton,Chinese,2.9,Jayanagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Cafe Idly,South Indian,4.3,Frazer Town,10000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Ghar Ki Rasoi,Italian,3.8,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Juice And Sandwiches Hub,Juices,2.6,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,99
Not Guilty,Salads,4,Indiranagar,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,149.5
Kenz Karam,North Indian,4.9,Frazer Town,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Anika Tiffin,Indian,3.3,Rajajinagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Le Rock,Chinese,2.6,Brigade Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Valentino Pizzeria By Nirula'S,Pastas,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
House Of Candy,Desserts,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Skoosh Bubble Tea - No Tapioca,Beverages,3.9,Basavanagudi,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Simply Meal,South Indian,3.9,Wilson Garden,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,99.5
Kundapura Juice Cafe,Beverages,3.4,Indiranagar,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
The Cosmic Burger,Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Adiga'S Sweets & Snacks,Sweets,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Thatte Idli Corner,South Indian,3.5,Domlur,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
All India Caterers,Biryani,2.6,R.T. Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,110
Bib - Breakfast In The Box,Snacks,4.3,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Juice World,Snacks,2.6,Shanti Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Cafe Grey By Dongle & Co,Pizzas,4,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Nanav Stores And Cafe,Chinese,3.5,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Madras Kulfi,Desserts,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Bakeshop By Living Food,Bakery,4.4,Koramangala,3,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Shree Amrutha Hastha,South Indian,3.8,Basavanagudi,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Neeth Medappa Patisserie,Desserts,4.5,Ashok Nagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Thali 99,Thalis,3.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Toto - Healthy Diy Rolls,South Indian,3.4,Koramangala,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
California Craze,Burgers,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Little Jeannie'S Waffle Burger,Waffle,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Bekwizz,Desserts,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Weasley'S Cheese Burst,Pizzas,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
New Darbar Family Restaurant,Indian,4,Frazer Town,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,380
Mr Buns And Grills,Fast Food,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Queen Margarita,Pizzas,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Fortune Chinese Vegetarian Kitchen,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Waffle Sandwich Shop,Desserts,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Baked Darzee,Desserts,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Taaka Chinese,Oriental,3.5,Richmond Town,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Roll-A-Pao,Indian,2.6,Ashok Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Amritsari Express,Beverages,2.6,Basaveshwar Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
The House Of Vadapav,Snacks,3.9,Banashankari,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Just Creamery - Healthy Ice Cream,Desserts,4.5,Malleswaram,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Enso - Modern Italian Kitchen,Italian,3.8,Indiranagar,8,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Nimma Darward Mane,South Indian,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,90
Momo Wala,Chinese,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Hotel Moti Mahal,Snacks,2.6,Majestic,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Wow Omelette'S By Stf Trio,Snacks,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Smoodies By Eatfit,Juices,4.8,Central Bangalore,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,135
Viceroy'S Sarathi,North Indian,3.9,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Milkshake Memories By Gudbud,Beverages,4.6,Koramangala,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
The Sizzler Cafe,American,3.1,Malleswaram,2,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,350
Lets Grub-Conti,Snacks,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,249.5
New Fast Food And Momo,Chinese,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Isobel Caffeine Bar,Fast Food,2.6,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Brownie Bites,Continental,2.3,4Th Block,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Chilli & Chives,Chinese,4.3,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,375
Kari'S Easy Veg,Chinese,2.6,Shanti Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Maharaja Military Canteen,South Indian,2.6,Central Bangalore,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Biryani'S Of Nizam,Indian,2.6,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,299.5
Crispy Twist,Burgers,2.6,Btm,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Dad'S Hack Kombucha,Beverages,4.8,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,199
Ram Dev Sandwich,Fast Food,2.6,Majestic,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
New Delhi Durbaar,Chinese,2.6,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Drkitchen- Indian Tandoor,Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Krumb Kraft,Snacks,4.5,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
The California Cafe,Burgers,2.6,Brigade Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Four Seasons Juice Bar,Chinese,2.6,Frazer Town,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
The Uni Crust,Pizzas,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Cheese Bursting Crust,Pizzas,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Urban Solace,Continental,4.1,Ulsoor,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Phoenix Cafe,American,2.6,Tavarekere,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Crazy Bao,Asian,3.2,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Adda 1522,Mangalorean,4,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Oh! Lucky,Punjabi,2.6,Wilson Garden,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
The Grace Kitchen,Seafood,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Dairy King By Nirula'S,Chinese,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Gufah Cafe & Lounge,Fast Food,2.6,Btm,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,149.5
Nama Spice,Biryani,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Og Belgian Waffle,Desserts,3.8,Koramangala,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
